File,Line,Pattern Type,Unwrapped Text,Context
"templates/campaigns/individual_response.html",324,"Spans","Company:","<span class=""data-label"">Company:</span>"
"templates/campaigns/individual_response.html",339,"Spans","NPS Score:","<span class=""data-label"">NPS Score:</span>"
"templates/campaigns/individual_response.html",340,"Spans","{{ response.nps_score if response.nps_score is not none else 'N/A' }}","<span class=""nps-score nps-{{ response.nps_category.lower() if response.nps_category else 'unknown' "
"templates/campaigns/individual_response.html",352,"Spans","Product Value:","<span class=""data-label"">Product Value:</span>"
"templates/campaigns/individual_response.html",358,"Spans","Service Quality:","<span class=""data-label"">Service Quality:</span>"
"templates/campaigns/individual_response.html",364,"Spans","Pricing:","<span class=""data-label"">Pricing:</span>"
"templates/campaigns/individual_response.html",377,"Spans","Sentiment:","<span class=""data-label"">Sentiment:</span>"
"templates/campaigns/individual_response.html",394,"Spans","Churn Risk:","<span class=""data-label"">Churn Risk:</span>"
"templates/campaigns/individual_response.html",403,"Spans","Key Themes:","<span class=""data-label d-block mb-2"">Key Themes:</span>"
"templates/campaigns/individual_response.html",419,"Spans","Submitted:","<span class=""data-label"">Submitted:</span>"
"templates/campaigns/individual_response.html",424,"Spans","(updated)","<span style=""color: #666; font-size: 0.9em;"">(updated)</span>"
"templates/campaigns/individual_response.html",435,"Spans","Campaign:","<span class=""data-label"">Campaign:</span>"
"templates/campaigns/individual_response.html",440,"Spans","Commercial Value:","<span class=""data-label"">Commercial Value:</span>"
"templates/campaigns/individual_response.html",454,"Spans","Improvement Feedback:","<span class=""data-label d-block"">Improvement Feedback:</span>"
"templates/campaigns/individual_response.html",460,"Spans","Recommendation Reason:","<span class=""data-label d-block"">Recommendation Reason:</span>"
"templates/campaigns/individual_response.html",466,"Spans","Additional Comments:","<span class=""data-label d-block"">Additional Comments:</span>"
"templates/campaigns/individual_response.html",484,"Divs with text","{% if message.role == 'ai' or message.role == 'assistant' or message.sender == 'ai' %}
                                AI
                            {% else %}
                                {{ participant.name[:2].upper() if participant.name else 'U' }}
                            {% endif %}","<div class=""message-avatar avatar-{{ 'ai' if message.role == 'ai' or message.role == 'assistant' or "
"templates/campaigns/individual_response.html",498,"Divs with text","{% if message.timestamp %}
                                    {% if message.timestamp == 'now' %}
                                        Now
                                    {% else %}
                                        {{ message.timestamp if message.timestamp and message.timestamp != 'now' else 'Now' }}
                                    {% endif %}
                                {% endif %}","<div class=""message-timestamp"">                                 {% if message.timestamp %}          "
"templates/campaigns/individual_response.html",514,"Headings (h1-h6)","No Conversation History","<h5 class=""text-muted"">No Conversation History</h5>"
"templates/campaigns/individual_response.html",515,"Paragraphs","This response doesn't contain conversational transcript data.","<p class=""text-muted"">This response doesn't contain conversational transcript data.</p>"
"templates/campaigns/list.html",85,"Spans","{{ campaign.status|title }}","<span class=""campaign-status status-{{ campaign.status }}"">                     {{ campaign.status|t"
"templates/campaigns/list.html",106,"Divs with text","Participants","<div class=""small text-muted"">Participants</div>"
"templates/campaigns/list.html",171,"Table headers (th)","Fin Date","<th class=""hide-on-tablet"">Fin Date</th>"
"templates/campaigns/list.html",172,"Table headers (th)","Participants","<th class=""text-center"">Participants</th>"
"templates/campaigns/list.html",174,"Table headers (th)","Actions","<th class=""text-center"">Actions</th>"
"templates/campaigns/list.html",189,"Spans","{{ campaign.status|title }}","<span class=""campaign-status status-{{ campaign.status }}"">                                 {{ campa"
"templates/campaigns/list.html",222,"Divs with text","{{ campaign_card(campaign) }}","<div data-status=""{{ campaign.status }}"">                 {{ campaign_card(campaign) }}             "
"templates/campaigns/responses_list.html",137,"Value attributes (buttons/inputs)","{{ search_query or '' }}","value=""{{ search_query or '' }}"""
"templates/campaigns/responses_list.html",176,"Table headers (th)","Participant","<th>Participant</th>"
"templates/campaigns/responses_list.html",181,"Table headers (th)","Actions","<th class=""text-end"">Actions</th>"
"templates/campaigns/responses_list.html",196,"Spans","{{ response.nps_score if response.nps_score is not none else 'N/A' }}","<span class=""nps-score nps-{{ response.nps_category.lower() if response.nps_category else 'unknown' "
"templates/campaigns/responses_list.html",201,"Spans","{{ response.completion_status or 'Unknown' }}","<span class=""status-badge status-{{ response.completion_status or 'unknown' }}"">                    "
"templates/campaigns/responses_list.html",233,"Paragraphs","{% if search_query %}
                    No responses match your search criteria. Try adjusting your search terms.
                {% else %}
                    This campaign doesn't have any participant responses yet.
                {% endif %}","<p class=""text-muted"">                 {% if search_query %}                     No responses match "
"templates/campaigns/responses_list.html",270,"Links (a tags)","{{ page_num }}","<a class=""page-link"" href=""{{ url_for('campaigns.campaign_responses', campaign_id=campaign.id, page="
"templates/campaigns/survey_config.html",179,"Headings (h1-h6)","Survey Configuration","<h1 class=""mb-1"">Survey Configuration</h1>"
"templates/campaigns/survey_config.html",180,"Paragraphs","Customize survey behavior for ""{{ campaign.name }}""","<p class=""mb-0 opacity-75"">Customize survey behavior for ""{{ campaign.name }}""</p>"
"templates/campaigns/survey_config.html",207,"Value attributes (buttons/inputs)","{{ csrf_token() }}","value=""{{ csrf_token() }}"""
"templates/campaigns/survey_config.html",215,"Paragraphs","Define what your campaign surveys are about. This helps the AI ask more relevant questions and better understand your business context.","<p class=""section-description"">                     Define what your campaign surveys are about. Thi"
"templates/campaigns/survey_config.html",220,"Labels","Product/Service Description","<label for=""product_description"" class=""form-label"">Product/Service Description</label>"
"templates/campaigns/survey_config.html",222,"Placeholder attributes","Describe your main products or services (e.g., 'Cloud-based accounting software for small businesses')","placeholder=""Describe your main products or services (e.g., 'Cloud-based accounting software for sma"
"templates/campaigns/survey_config.html",224,"Divs with text","Help the AI understand what you offer to ask better questions","<div class=""form-text"">Help the AI understand what you offer to ask better questions</div>"
"templates/campaigns/survey_config.html",228,"Labels","Target Clients","<label for=""target_clients_description"" class=""form-label"">Target Clients</label>"
"templates/campaigns/survey_config.html",230,"Placeholder attributes","Describe your ideal customers (e.g., 'Small business owners, CFOs, accounting firms')","placeholder=""Describe your ideal customers (e.g., 'Small business owners, CFOs, accounting firms')"""
"templates/campaigns/survey_config.html",232,"Divs with text","Who are you primarily serving? This helps tailor conversation tone and questions","<div class=""form-text"">Who are you primarily serving? This helps tailor conversation tone and questi"
"templates/campaigns/survey_config.html",241,"Paragraphs","Select the key objectives for this campaign. The AI will prioritize these areas during conversations.","<p class=""section-description"">                     Select the key objectives for this campaign. The"
"templates/campaigns/survey_config.html",248,"Value attributes (buttons/inputs)","{{ goal }}","value=""{{ goal }}"""
"templates/campaigns/survey_config.html",256,"Divs with text","NPS is recommended for all campaigns to track customer loyalty","<div class=""form-text mt-2"">NPS is recommended for all campaigns to track customer loyalty</div>"
"templates/campaigns/survey_config.html",264,"Paragraphs","Set limits to keep conversations focused and manageable for your participants.","<p class=""section-description"">                     Set limits to keep conversations focused and man"
"templates/campaigns/survey_config.html",271,"Labels","Max Questions","<label for=""max_questions"" class=""form-label"">Max Questions</label>"
"templates/campaigns/survey_config.html",274,"Value attributes (buttons/inputs)","{{ campaign.max_questions or 8 }}","value=""{{ campaign.max_questions or 8 }}"""
"templates/campaigns/survey_config.html",278,"Divs with text","Hard limit on conversation length","<div class=""form-text"">Hard limit on conversation length</div>"
"templates/campaigns/survey_config.html",283,"Labels","Max Duration (seconds)","<label for=""max_duration_seconds"" class=""form-label"">Max Duration (seconds)</label>"
"templates/campaigns/survey_config.html",286,"Value attributes (buttons/inputs)","{{ campaign.max_duration_seconds or 120 }}","value=""{{ campaign.max_duration_seconds or 120 }}"""
"templates/campaigns/survey_config.html",290,"Divs with text","Time limit for entire conversation","<div class=""form-text"">Time limit for entire conversation</div>"
"templates/campaigns/survey_config.html",295,"Labels","Max Follow-ups per Topic","<label for=""max_follow_ups_per_topic"" class=""form-label"">Max Follow-ups per Topic</label>"
"templates/campaigns/survey_config.html",298,"Value attributes (buttons/inputs)","{{ campaign.max_follow_ups_per_topic or 2 }}","value=""{{ campaign.max_follow_ups_per_topic or 2 }}"""
"templates/campaigns/survey_config.html",302,"Divs with text","Control topic depth exploration","<div class=""form-text"">Control topic depth exploration</div>"
"templates/campaigns/survey_config.html",313,"Paragraphs","Choose which topics to cover first and which ones can be skipped if time runs out.","<p class=""section-description"">                     Choose which topics to cover first and which one"
"templates/campaigns/survey_config.html",320,"Labels","Prioritized Topics (cover first)","<label class=""form-label"">Prioritized Topics (cover first)</label>"
"templates/campaigns/survey_config.html",324,"Value attributes (buttons/inputs)","{{ topic }}","value=""{{ topic }}"""
"templates/campaigns/survey_config.html",332,"Divs with text","These topics will be covered first and are most important","<div class=""form-text"">These topics will be covered first and are most important</div>"
"templates/campaigns/survey_config.html",337,"Labels","Optional Topics (can be skipped)","<label class=""form-label"">Optional Topics (can be skipped)</label>"
"templates/campaigns/survey_config.html",341,"Value attributes (buttons/inputs)","{{ topic }}","value=""{{ topic }}"""
"templates/campaigns/survey_config.html",348,"Divs with text","These topics will be skipped if time/questions run out","<div class=""form-text"">These topics will be skipped if time/questions run out</div>"
"templates/campaigns/survey_config.html",357,"Labels","Custom End Message","<label for=""custom_end_message"" class=""form-label"">Custom End Message</label>"
"templates/campaigns/survey_config.html",359,"Placeholder attributes","Optional custom thank you message for survey completion","placeholder=""Optional custom thank you message for survey completion"""
"templates/campaigns/survey_config.html",361,"Divs with text","Personalized message shown when participants complete the survey","<div class=""form-text"">Personalized message shown when participants complete the survey</div>"
"templates/campaigns/survey_config.html",363,"Divs with text","""{{ campaign.custom_end_message }}""","<div class=""preview-container"" id=""end_message_preview"">                         ""{{ campaign.custom"
"templates/campaigns/survey_config.html",383,"Labels","Custom System Prompt","<label for=""custom_system_prompt"" class=""form-label"">Custom System Prompt</label>"
"templates/campaigns/survey_config.html",385,"Placeholder attributes","Optional: Override the default AI system prompt with custom instructions","placeholder=""Optional: Override the default AI system prompt with custom instructions"""
"templates/campaigns/survey_config.html",387,"Divs with text","Advanced: Custom instructions for the AI conversation engine. Leave blank to use intelligent defaults.","<div class=""form-text"">                             Advanced: Custom instructions for the AI convers"
"templates/campaigns/view.html",46,"Divs with text","Start Date","<div class=""info-label"">Start Date</div>"
"templates/campaigns/view.html",50,"Divs with text","End Date","<div class=""info-label"">End Date</div>"
"templates/campaigns/view.html",64,"Divs with text","{% if campaign.days_remaining is not none and campaign.days_remaining >= 0 %}
                    {{ campaign.days_remaining }}
                {% elif campaign.days_since_ended is not none and campaign.days_since_ended >= 0 %}
                    {{ campaign.days_since_ended }}
                {% else %}
                    0
                {% endif %}","<div class=""info-value"">                 {% if campaign.days_remaining is not none and campaign.days"
"templates/campaigns/view.html",122,"Divs with text","{% if campaign.engagement_metrics.participation_rate is not none %}
                    {{ campaign.engagement_metrics.participation_rate }}%
                {% else %}
                    N/A
                {% endif %}","<div class=""info-value"">                 {% if campaign.engagement_metrics.participation_rate is not"
"templates/campaigns/view.html",139,"Divs with text","{% if campaign.engagement_metrics.email_success_rate is not none %}
                    {{ campaign.engagement_metrics.email_success_rate }}%
                {% else %}
                    N/A
                {% endif %}","<div class=""info-value"">                 {% if campaign.engagement_metrics.email_success_rate is not"
"templates/campaigns/view.html",168,"Divs with text","{% if campaign.engagement_metrics.reminder_conversion_rate is not none %}
                    {{ campaign.engagement_metrics.reminder_conversion_rate }}%
                {% else %}
                    N/A
                {% endif %}","<div class=""info-value"">                 {% if campaign.engagement_metrics.reminder_conversion_rate "
"templates/campaigns/view.html",343,"Value attributes (buttons/inputs)","{{ csrf_token() }}","value=""{{ csrf_token() }}"""
"templates/campaigns/view.html",372,"Value attributes (buttons/inputs)","{{ csrf_token() }}","value=""{{ csrf_token() }}"""
"templates/campaigns/view.html",397,"Value attributes (buttons/inputs)","{{ csrf_token() }}","value=""{{ csrf_token() }}"""
"templates/campaigns/view.html",407,"Value attributes (buttons/inputs)","{{ csrf_token() }}","value=""{{ csrf_token() }}"""
"templates/campaigns/view.html",454,"Headings (h1-h6)","{% if campaign.engagement_metrics.participation_rate %}
                                                    {{ campaign.engagement_metrics.participation_rate }}%
                                                {% else %}
                                                    N/A
                                                {% endif %}","<h5 class=""text-success"">                                                 {% if campaign.engagement_"
"templates/campaigns/view.html",723,"Title attributes","Download transcript","title=""Download transcript"""
"templates/campaigns/view.html",726,"Title attributes","View analysis results","title=""View analysis results"""
"templates/campaigns/view.html",734,"Spans","= 9 ? 'success' : transcript.nps_score >= 7 ? 'warning' : 'danger'}"">
                            NPS: ${transcript.nps_score}/10","<span class=""badge bg-${transcript.nps_score >= 9 ? 'success' : transcript.nps_score >= 7 ? 'warning"
"templates/company_responses.html",73,"Table headers (th)","NPS","<th>NPS</th>"
"templates/components/breadcrumb.html",20,"Title attributes","{{ item.label }}","title=""{{ item.label }}"""
"templates/components/ui_version_toggle.html",17,"Value attributes (buttons/inputs)","{{ csrf_token() }}","value=""{{ csrf_token() }}"""
"templates/conversational_survey.html",18,"Alt attributes","{{ branding.company_name }}","alt=""{{ branding.company_name }}"""
"templates/conversational_survey.html",91,"Value attributes (buttons/inputs)","{{ csrf_token() }}","value=""{{ csrf_token() }}"""
"templates/conversational_survey.html",100,"Value attributes (buttons/inputs)","{{ participant_company or '' }}","value=""{{ participant_company or '' }}"""
"templates/conversational_survey.html",112,"Value attributes (buttons/inputs)","{{ participant_name or '' }}","value=""{{ participant_name or '' }}"""
"templates/conversational_survey.html",124,"Value attributes (buttons/inputs)","{{ email or '' }}","value=""{{ email or '' }}"""
"templates/conversational_survey.html",133,"Value attributes (buttons/inputs)","Less than 6 months","value=""Less than 6 months"""
"templates/conversational_survey.html",134,"Value attributes (buttons/inputs)","6 months - 1 year","value=""6 months - 1 year"""
"templates/conversational_survey.html",135,"Value attributes (buttons/inputs)","1-2 years","value=""1-2 years"""
"templates/conversational_survey.html",136,"Value attributes (buttons/inputs)","2-3 years","value=""2-3 years"""
"templates/conversational_survey.html",137,"Value attributes (buttons/inputs)","3-5 years","value=""3-5 years"""
"templates/conversational_survey.html",138,"Value attributes (buttons/inputs)","5-10 years","value=""5-10 years"""
"templates/conversational_survey.html",139,"Value attributes (buttons/inputs)","More than 10 years","value=""More than 10 years"""
"templates/conversational_survey_business.html",12,"Divs with text","{% include 'components/language_selector.html' %}","<div style=""position: fixed; top: 20px; right: 20px; z-index: 9999;"">     {% include 'components/lan"
"templates/conversational_survey_business.html",23,"Alt attributes","{{ branding.company_name }}","alt=""{{ branding.company_name }}"""
"templates/conversational_survey_business.html",86,"Value attributes (buttons/inputs)","{{ csrf_token() }}","value=""{{ csrf_token() }}"""
"templates/conversational_survey_business.html",91,"Value attributes (buttons/inputs)","{{ participant_company }}","value=""{{ participant_company }}"""
"templates/conversational_survey_business.html",97,"Value attributes (buttons/inputs)","{{ participant_name }}","value=""{{ participant_name }}"""
"templates/conversational_survey_business.html",103,"Value attributes (buttons/inputs)","{{ email }}","value=""{{ email }}"""
"templates/conversational_survey_business.html",112,"Value attributes (buttons/inputs)","Less than 6 months","value=""Less than 6 months"""
"templates/conversational_survey_business.html",113,"Value attributes (buttons/inputs)","6 months - 1 year","value=""6 months - 1 year"""
"templates/conversational_survey_business.html",114,"Value attributes (buttons/inputs)","1-2 years","value=""1-2 years"""
"templates/conversational_survey_business.html",115,"Value attributes (buttons/inputs)","2-3 years","value=""2-3 years"""
"templates/conversational_survey_business.html",116,"Value attributes (buttons/inputs)","3-5 years","value=""3-5 years"""
"templates/conversational_survey_business.html",117,"Value attributes (buttons/inputs)","5-10 years","value=""5-10 years"""
"templates/conversational_survey_business.html",118,"Value attributes (buttons/inputs)","More than 10 years","value=""More than 10 years"""
"templates/dashboard.html",222,"Value attributes (buttons/inputs)","opportunity_heavy","value=""opportunity_heavy"""
"templates/dashboard.html",223,"Value attributes (buttons/inputs)","balanced","value=""balanced"""
"templates/dashboard.html",224,"Value attributes (buttons/inputs)","risk_heavy","value=""risk_heavy"""
"templates/dashboard.html",381,"Spans","Campaign Name","<span id=""activeCampaignName"" class=""fw-bold"">Campaign Name</span>"
"templates/dashboard.html",382,"Spans","Jan 1 - Dec 31, 2024","<span class=""ms-2 text-muted"" id=""activeCampaignDates"">Jan 1 - Dec 31, 2024</span>"
"templates/dashboard.html",492,"Value attributes (buttons/inputs)","risk_heavy","value=""risk_heavy"""
"templates/dashboard.html",493,"Value attributes (buttons/inputs)","balanced","value=""balanced"""
"templates/dashboard.html",494,"Value attributes (buttons/inputs)","opportunity_heavy","value=""opportunity_heavy"""
"templates/dashboard.html",501,"Value attributes (buttons/inputs)","critical","value=""critical"""
"templates/dashboard.html",502,"Value attributes (buttons/inputs)","high","value=""high"""
"templates/dashboard.html",503,"Value attributes (buttons/inputs)","medium","value=""medium"""
"templates/dashboard.html",504,"Value attributes (buttons/inputs)","low","value=""low"""
"templates/dashboard.html",511,"Value attributes (buttons/inputs)","yes","value=""yes"""
"templates/dashboard.html",519,"Value attributes (buttons/inputs)","yes","value=""yes"""
"templates/dashboard.html",646,"Value attributes (buttons/inputs)","promoters","value=""promoters"""
"templates/dashboard.html",647,"Value attributes (buttons/inputs)","passives","value=""passives"""
"templates/dashboard.html",648,"Value attributes (buttons/inputs)","detractors","value=""detractors"""
"templates/dashboard.html",690,"Spans","20 %}bg-success{% elif company.company_nps >= -20 %}bg-secondary{% else %}bg-danger{% endif %}"">
                                                        {% if company.company_nps > 0 %}+{% endif %}{{ company.company_nps }}","<span class=""badge {% if company.company_nps > 20 %}bg-success{% elif company.company_nps >= -20 %}b"
"templates/dashboard.html",696,"Spans","{{ company.risk_level }}","<span class=""badge {% if company.risk_level == 'Low' %}bg-success{% elif company.risk_level == 'Medi"
"templates/dashboard.html",818,"Value attributes (buttons/inputs)","promoters","value=""promoters"""
"templates/dashboard.html",819,"Value attributes (buttons/inputs)","passives","value=""passives"""
"templates/dashboard.html",820,"Value attributes (buttons/inputs)","detractors","value=""detractors"""
"templates/dashboard.html",915,"Value attributes (buttons/inputs)","created_at_desc","value=""created_at_desc"""
"templates/dashboard.html",916,"Value attributes (buttons/inputs)","created_at_asc","value=""created_at_asc"""
"templates/dashboard.html",917,"Value attributes (buttons/inputs)","nps_score_desc","value=""nps_score_desc"""
"templates/dashboard.html",918,"Value attributes (buttons/inputs)","nps_score_asc","value=""nps_score_asc"""
"templates/demo_intro.html",29,"Alt attributes","Archelo Group Logo","alt=""Archelo Group Logo"""
"templates/executive_summary.html",215,"Value attributes (buttons/inputs)","opportunity_heavy","value=""opportunity_heavy"""
"templates/executive_summary.html",216,"Value attributes (buttons/inputs)","balanced","value=""balanced"""
"templates/executive_summary.html",217,"Value attributes (buttons/inputs)","risk_heavy","value=""risk_heavy"""
"templates/executive_summary.html",325,"Headings (h1-h6)","Satisfaction","<h6 class=""mb-0"">Satisfaction</h6>"
"templates/maintenance.html",20,"ARIA labels","VOÏA coming soon page","aria-label=""VOÏA coming soon page"""
"templates/maintenance.html",26,"Paragraphs","Turning voices into value","<p class=""index-hero-subtitle"">Turning voices into value</p>"
"templates/maintenance.html",31,"Headings (h1-h6)","Request Demo","<h2 id=""cta-heading"" class=""visually-hidden"">Request Demo</h2>"
"templates/maintenance.html",36,"ARIA labels","Get your demo access","aria-label=""Get your demo access"""
"templates/participants/campaign_participants.html",59,"ARIA labels","Filter participants form","aria-label=""Filter participants form"""
"templates/participants/campaign_participants.html",67,"Value attributes (buttons/inputs)","{{ company }}","value=""{{ company }}"""
"templates/participants/campaign_participants.html",80,"Value attributes (buttons/inputs)","{{ role }}","value=""{{ role }}"""
"templates/participants/campaign_participants.html",93,"Value attributes (buttons/inputs)","{{ region }}","value=""{{ region }}"""
"templates/participants/campaign_participants.html",108,"Value attributes (buttons/inputs)","{{ tier }}","value=""{{ tier }}"""
"templates/participants/campaign_participants.html",117,"Labels","Language","<label for=""filter_language"" class=""form-label"">Language</label>"
"templates/participants/campaign_participants.html",121,"Value attributes (buttons/inputs)","{{ language }}","value=""{{ language }}"""
"templates/participants/campaign_participants.html",134,"Value attributes (buttons/inputs)","{{ tenure }}","value=""{{ tenure }}"""
"templates/participants/campaign_participants.html",143,"ARIA labels","Apply filters","aria-label=""Apply filters"""
"templates/participants/campaign_participants.html",270,"Value attributes (buttons/inputs)","{{ csrf_token() }}","value=""{{ csrf_token() }}"""
"templates/participants/campaign_participants.html",303,"Value attributes (buttons/inputs)","{{ participant.id }}","value=""{{ participant.id }}"""
"templates/participants/campaign_participants.html",406,"Value attributes (buttons/inputs)","{{ search_query or '' }}","value=""{{ search_query or '' }}"""
"templates/participants/campaign_participants.html",476,"Value attributes (buttons/inputs)","{{ participant.association_id }}","value=""{{ participant.association_id }}"""
"templates/participants/campaign_participants.html",516,"Value attributes (buttons/inputs)","{{ url_for('survey', token=participant.token, _external=True) }}","value=""{{ url_for('survey', token=participant.token, _external=True) }}"""
"templates/participants/campaign_participants.html",535,"Value attributes (buttons/inputs)","{{ csrf_token() }}","value=""{{ csrf_token() }}"""
"templates/participants/campaign_participants.html",542,"Title attributes","Cannot remove participants from {{ campaign.status }} campaign","title=""Cannot remove participants from {{ campaign.status }} campaign"""
"templates/participants/create.html",29,"Value attributes (buttons/inputs)","{{ csrf_token() }}","value=""{{ csrf_token() }}"""
"templates/participants/create.html",46,"Placeholder attributes","participant@example.com","placeholder=""participant@example.com"""
"templates/participants/create.html",63,"Placeholder attributes","John Doe","placeholder=""John Doe"""
"templates/participants/create.html",78,"Placeholder attributes","Acme Corporation","placeholder=""Acme Corporation"""
"templates/participants/create.html",106,"Value attributes (buttons/inputs)","C-Level","value=""C-Level"""
"templates/participants/create.html",126,"Value attributes (buttons/inputs)","LATAM","value=""LATAM"""
"templates/participants/create.html",127,"Value attributes (buttons/inputs)","EMEA","value=""EMEA"""
"templates/participants/create.html",128,"Value attributes (buttons/inputs)","APAC","value=""APAC"""
"templates/participants/create.html",167,"Value attributes (buttons/inputs)","other","value=""other"""
"templates/participants/edit.html",47,"Headings (h1-h6)","Email Address Locked","<h5 class=""alert-heading mb-1"">Email Address Locked</h5>"
"templates/participants/edit.html",48,"Paragraphs","This participant has survey history (responses, campaign associations, or email deliveries). 
                The email address cannot be changed to protect data integrity.","<p class=""mb-0"">                 This participant has survey history (responses, campaign associatio"
"templates/participants/edit.html",58,"Value attributes (buttons/inputs)","{{ csrf_token() }}","value=""{{ csrf_token() }}"""
"templates/participants/edit.html",61,"Value attributes (buttons/inputs)","{{ participant.email }}","value=""{{ participant.email }}"""
"templates/participants/edit.html",84,"Value attributes (buttons/inputs)","{{ participant.email }}","value=""{{ participant.email }}"""
"templates/participants/edit.html",85,"Placeholder attributes","participant@example.com","placeholder=""participant@example.com"""
"templates/participants/edit.html",90,"Divs with text","{% if has_survey_history %}
                            Email address cannot be changed (survey history exists)
                            {% else %}
                            Participant's email address for survey invitation
                            {% endif %}","<div class=""participant-help-text"" id=""email_help"">                             {% if has_survey_his"
"templates/participants/edit.html",109,"Value attributes (buttons/inputs)","{{ participant.name }}","value=""{{ participant.name }}"""
"templates/participants/edit.html",110,"Placeholder attributes","John Doe","placeholder=""John Doe"""
"templates/participants/edit.html",125,"Value attributes (buttons/inputs)","{{ participant.company_name }}","value=""{{ participant.company_name }}"""
"templates/participants/edit.html",126,"Placeholder attributes","Acme Corporation","placeholder=""Acme Corporation"""
"templates/participants/edit.html",143,"Paragraphs","Update segmentation data for personalized surveys and advanced analytics","<p class=""participant-help-text mb-3"">Update segmentation data for personalized surveys and advanced"
"templates/participants/edit.html",154,"Value attributes (buttons/inputs)","C-Level","value=""C-Level"""
"templates/participants/edit.html",174,"Value attributes (buttons/inputs)","LATAM","value=""LATAM"""
"templates/participants/edit.html",175,"Value attributes (buttons/inputs)","EMEA","value=""EMEA"""
"templates/participants/edit.html",176,"Value attributes (buttons/inputs)","APAC","value=""APAC"""
"templates/participants/edit.html",215,"Value attributes (buttons/inputs)","other","value=""other"""
"templates/participants/edit.html",232,"Value attributes (buttons/inputs)","{{ participant.tenure_years if participant.tenure_years is not none else '' }}","value=""{{ participant.tenure_years if participant.tenure_years is not none else '' }}"""
"templates/participants/edit.html",254,"Value attributes (buttons/inputs)","{{ participant.company_commercial_value if participant.company_commercial_value is not none else '' }}","value=""{{ participant.company_commercial_value if participant.company_commercial_value is not none e"
"templates/participants/list.html",236,"Value attributes (buttons/inputs)","{{ search_query }}","value=""{{ search_query }}"""
"templates/participants/list.html",246,"Value attributes (buttons/inputs)","{{ company }}","value=""{{ company }}"""
"templates/participants/list.html",259,"Value attributes (buttons/inputs)","{{ role }}","value=""{{ role }}"""
"templates/participants/list.html",272,"Value attributes (buttons/inputs)","{{ region }}","value=""{{ region }}"""
"templates/participants/list.html",287,"Value attributes (buttons/inputs)","{{ tier }}","value=""{{ tier }}"""
"templates/participants/list.html",296,"Labels","Language","<label for=""filter_language"" class=""form-label"">Language</label>"
"templates/participants/list.html",300,"Value attributes (buttons/inputs)","{{ language }}","value=""{{ language }}"""
"templates/participants/list.html",313,"Value attributes (buttons/inputs)","{{ tenure }}","value=""{{ tenure }}"""
"templates/participants/list.html",346,"Value attributes (buttons/inputs)","{{ search_query or '' }}","value=""{{ search_query or '' }}"""
"templates/participants/list.html",401,"Table headers (th)","Nom","<th>Nom</th>"
"templates/participants/list.html",405,"Table headers (th)","Status","<th>Status</th>"
"templates/participants/list.html",407,"Table headers (th)","Actions","<th class=""text-end"">Actions</th>"
"templates/participants/list.html",475,"ARIA labels","Participant actions","aria-label=""Participant actions"""
"templates/participants/list.html",478,"Title attributes","Edit participant","title=""Edit participant"""
"templates/participants/list.html",479,"ARIA labels","Edit {{ participant.name }}","aria-label=""Edit {{ participant.name }}"""
"templates/participants/list.html",486,"Title attributes","Delete participant","title=""Delete participant"""
"templates/participants/list.html",487,"ARIA labels","Delete {{ participant.name }}","aria-label=""Delete {{ participant.name }}"""
"templates/participants/list.html",557,"Placeholder attributes","e.g., Manager, Director","placeholder=""e.g., Manager, Director"""
"templates/participants/list.html",568,"Placeholder attributes","e.g., North America, EMEA","placeholder=""e.g., North America, EMEA"""
"templates/participants/list.html",581,"Value attributes (buttons/inputs)","Enterprise","value=""Enterprise"""
"templates/participants/list.html",582,"Value attributes (buttons/inputs)","Premium","value=""Premium"""
"templates/participants/list.html",583,"Value attributes (buttons/inputs)","Standard","value=""Standard"""
"templates/participants/list.html",584,"Value attributes (buttons/inputs)","Basic","value=""Basic"""
"templates/participants/list.html",593,"Labels","Update Language","<label class=""form-check-label fw-bold"" for=""updateLanguage"">                                     Up"
"templates/participants/list.html",597,"Placeholder attributes","e.g., English, Spanish","placeholder=""e.g., English, Spanish"""
"templates/participants/list.html",604,"Labels","Update Tenure (years)","<label class=""form-check-label fw-bold"" for=""updateTenure"">                                     Upda"
"templates/participants/list.html",615,"Labels","Update Commercial Value ($)","<label class=""form-check-label fw-bold"" for=""updateCommercialValue"">                                "
"templates/participants/list.html",680,"Spans","Loading...","<span class=""visually-hidden"">Loading...</span>"
"templates/participants/list.html",682,"Paragraphs","Filtering participants...","<p class=""mt-2 text-muted"">Filtering participants...</p>"
"templates/participants/list.html",745,"Paragraphs","Error loading participants. Please try again.","<p class=""text-danger"">Error loading participants. Please try again.</p>"
"templates/participants/list.html",765,"Headings (h1-h6)","No participants match your filters","<h3>No participants match your filters</h3>"
"templates/participants/list.html",766,"Paragraphs","Try adjusting your filter criteria.","<p class=""text-muted"">Try adjusting your filter criteria.</p>"
"templates/participants/list.html",836,"ARIA labels","Participant actions","aria-label=""Participant actions"""
"templates/participants/list.html",839,"Title attributes","Edit participant","title=""Edit participant"""
"templates/participants/list.html",840,"ARIA labels","Edit ${p.name}","aria-label=""Edit ${p.name}"""
"templates/participants/list.html",847,"Title attributes","Delete participant","title=""Delete participant"""
"templates/participants/list.html",848,"ARIA labels","Delete ${p.name}","aria-label=""Delete ${p.name}"""
"templates/participants/list.html",907,"ARIA labels","Participant pagination","aria-label=""Participant pagination"""
